profile,depth_km,pressure_GPa,temperature_K,volume_A3,density_kg_m3,C11_T_GPa,sigma_C11_T_GPa,C12_T_GPa,sigma_C12_T_GPa,C13_T_GPa,sigma_C13_T_GPa,C14_T_GPa,sigma_C14_T_GPa,C15_T_GPa,sigma_C15_T_GPa,C33_T_GPa,sigma_C33_T_GPa,C44_T_GPa,sigma_C44_T_GPa,C11_S_GPa,sigma_C11_S_GPa,C12_S_GPa,sigma_C12_S_GPa,C13_S_GPa,sigma_C13_S_GPa,C14_S_GPa,sigma_C14_S_GPa,C15_S_GPa,sigma_C15_S_GPa,C33_S_GPa,sigma_C33_S_GPa,C44_S_GPa,sigma_C44_S_GPa,qha_extrapolated,elastic_extrapolated,adiabatic_valid,mechanically_stable,minimum_stiffness_eigenvalue_GPa
dolomite-continental-demo,40.0,1.1271348760989874,958.9545454545455,109.85444749584885,2780.0481626230053,197.399012098644,0.37624896119461076,63.45772500260565,0.5265082961459858,51.27895380377505,0.34768380699441814,15.416923296416428,0.4413907896886309,-12.414886148466978,0.13353975027277076,108.31072614080563,0.48089445573024237,39.34519553145941,0.29885992570015024,199.37294303226204,0.3800164642584246,65.43165593621747,0.5316076167201892,53.298632378417665,0.35445236937115576,15.41692329641713,0.44351177162933786,-12.41488614846773,0.13418143878397615,110.3772125995764,0.4948012641358401,39.34519553145941,0.29885992570015024,False,False,True,True,29.020764228147655
dolomite-continental-demo,42.0,1.1937036123739186,980.0939393939394,109.83983159149425,2780.4180914316835,197.4866440010264,0.37599673933441147,63.5048826944012,0.5261783776114023,51.32645268607898,0.3474647596695002,15.430270630999336,0.44111536856249917,-12.42104022008198,0.13345642350317535,108.35853513315482,0.4805807336410955,39.36237970047539,0.2986710009998861,199.5058752618556,0.3798484679964767,65.52411395522415,0.5313880648635393,53.392730747447864,0.3543837302187389,15.430270631000045,0.44328187540968267,-12.421040220082723,0.13411188526199477,110.47295615551015,0.4947954201869578,39.36237970047539,0.2986710009998861,False,False,True,True,29.026909513498993
dolomite-continental-demo,44.0,1.2602718373865045,1001.209090909091,109.82427502298975,2780.8119366403266,197.5799617269097,0.3757295408899181,63.555107654562036,0.5258273225638006,51.37704277048236,0.3472317639207048,15.444487246971404,0.44082221886645717,-12.427594369407249,0.13336773307654548,108.40944224405406,0.48024780260177985,39.380677599275415,0.2984700915702336,199.64355807415473,0.37966301512622963,65.61870400180078,0.5311439299644715,53.48907968558973,0.35429774998270913,15.444487246972116,0.4430328051208884,-12.427594369407974,0.13403653075712016,110.57105681404079,0.4947641297836045,39.380677599275415,0.2984700915702336,False,False,True,True,29.033446508076125
dolomite-continental-demo,46.0,1.3268395688027632,1022.3,109.81043623053095,2781.1623867485237,197.6630150172949,0.37549293470261375,63.59981468009583,0.52551511626486,51.42207631633656,0.34702462573610443,15.457142945958621,0.4405614376985506,-12.433428277468296,0.13328883552573315,108.45474649321896,0.4799524849247519,39.39696176213867,0.2982915182500739,199.7728137234056,0.37951262813501574,65.70961338620018,0.5309443791828816,53.58159977189441,0.35424381330212873,15.457142945959342,0.442818461877831,-12.433428277469014,0.13397168268135634,110.66516663500659,0.49478192254931164,39.39696176213867,0.2982915182500739,False,False,True,True,29.039258385302976
dolomite-continental-demo,48.0,1.3934068243066147,1043.3666666666668,109.79536384440182,2781.544176579288,197.7535143870128,0.3752364018212025,63.648536884138096,0.5251751717454298,51.47115598435649,0.3467991629157053,15.470936318281144,0.44027740993194436,-12.439785948078017,0.1332029048761843,108.50410885776623,0.47963175352493376,39.41470472425183,0.29809718951487524,199.908141155126,0.3793387722813451,65.80316365224492,0.5307122418198491,53.67692150018157,0.3541667237161401,15.470936318281868,0.44257884595985,-12.439785948078715,0.13389918853141686,110.76222686818329,0.4947654447411015,39.41470472425183,0.29809718951487524,False,False,True,True,29.04558480048921
dolomite-continental-demo,50.0,1.4599736215999086,1064.409090909091,109.77905983305743,2781.9572820283497,197.85145896555497,0.37496027254131425,63.701275598678485,0.5248075582258385,51.52428353225043,0.3465554413544612,15.485868011961864,0.4399701737817682,-12.446667507331046,0.1331099526896235,108.55752793603483,0.4792858829578822,39.433906020391696,0.2978871728801575,200.0494579324693,0.3791415754963788,65.89927456558647,0.5304473309115019,53.77497147182957,0.3540662787473019,15.485868011962589,0.4423138907385334,-12.446667507331714,0.13381902814933325,110.86216787336765,0.49471449581917404,39.433906020391696,0.2978871728801575,False,False,True,True,29.052424016547935
dolomite-continental-demo,52.0,1.5265399784024545,1085.4272727272728,109.76152616429118,2782.4016810742587,197.95684876831015,0.37466490026080324,63.75803277973362,0.5244123474284154,51.58146138027011,0.3462935301287475,15.501938873872708,0.4396397680599017,-12.454073158894435,0.13300999070831787,108.61500273356347,0.4789151660910364,39.454565334871354,0.2976615394201256,200.19668412298546,0.37892119584819606,65.99786813440268,0.530149471317047,53.87567824549029,0.35394228692129914,15.501938873873428,0.4420235340947628,-12.454073158895058,0.13373118274139276,110.9649214513273,0.4946289076371461,39.454565334871354,0.2976615394201256,False,False,True,True,29.05977422151856
dolomite-continental-demo,54.0,1.5931059124520481,1106.4212121212122,109.7436597768074,2782.8546591020618,198.06430052161716,0.3743656087583424,63.815910604287716,0.5240097757908817,51.63977053086641,0.3460268545148599,15.518328579775638,0.4393030968467577,-12.461624761425321,0.13290813314566707,108.67359678122652,0.47853873525930196,39.475627182145985,0.2974318625471149,200.34543627197036,0.3786954448127934,66.09704635463474,0.5298421813891533,53.97705297454597,0.3538116277398727,15.51832857977635,0.44172603940997235,-12.461624761425893,0.13364117776817833,111.06840788384805,0.49453422259129887,39.475627182145985,0.2974318625471149,False,False,True,True,29.06725874698772
dolomite-continental-demo,56.0,1.6596714415045017,1127.390909090909,109.726505043862,2783.289732911108,198.16753125787892,0.3740798383888299,63.87152450676023,0.523623372941284,51.695801124417,0.3457709974499101,15.53407865035655,0.43897984173365584,-12.46888072239799,0.13281033453191513,108.72988409842101,0.4781785524829953,39.49586007428715,0.29721156117218805,200.4905816790024,0.3784846523780471,66.19457492787764,0.5295527910022048,54.07675897297151,0.35369391801080846,15.534078650357255,0.44144266077186584,-12.468880722398513,0.1335554435079093,111.17019285153523,0.4944598967205836,39.49586007428715,0.29721156117218805,False,False,True,True,29.074440240784654
dolomite-continental-demo,58.0,1.7262365833336728,1148.3363636363636,109.70798499463278,2783.7595862483577,198.27904288976922,0.3737730815752071,63.931610271050864,0.5232063658450031,51.75633954669109,0.3454949941594785,15.551096772736097,0.438630867621995,-12.476719846189331,0.1327047548118327,108.79068114568427,0.47779108189461844,39.51771425089497,0.29697397684912336,200.6420108982422,0.37824785477390266,66.29457827951795,0.5292260428021438,54.17915583517509,0.35354927111681306,15.551096772736788,0.44113075318008305,-12.476719846189788,0.1334610780086981,111.27486152675374,0.49434591998918515,39.51771425089497,0.29697397684912336,False,False,True,True,29.082187889829086
