pressure_GPa,temperature_K,volume_A3,density_kg_m3,C11_T_GPa,sigma_C11_T_GPa,C12_T_GPa,sigma_C12_T_GPa,C13_T_GPa,sigma_C13_T_GPa,C14_T_GPa,sigma_C14_T_GPa,C15_T_GPa,sigma_C15_T_GPa,C33_T_GPa,sigma_C33_T_GPa,C44_T_GPa,sigma_C44_T_GPa,C11_S_GPa,sigma_C11_S_GPa,C12_S_GPa,sigma_C12_S_GPa,C13_S_GPa,sigma_C13_S_GPa,C14_S_GPa,sigma_C14_S_GPa,C15_S_GPa,sigma_C15_S_GPa,C33_S_GPa,sigma_C33_S_GPa,C44_S_GPa,sigma_C44_S_GPa,qha_extrapolated,elastic_extrapolated,adiabatic_valid,mechanically_stable,minimum_stiffness_eigenvalue_GPa
8.0,400.0,101.37048350486796,3012.7177493647273,256.15847953397696,0.35209714741651615,96.53460703792656,0.4182815273024027,84.92865589571743,0.28034815158098175,25.00246236844045,0.3465489081019884,-16.696152864041217,0.1048459901104964,139.59434604313117,0.4233954062715792,50.62228197785384,0.24317984038228305,256.7426639416404,0.35272704910280794,97.11879144559443,0.4190256482922902,85.52534944794702,0.2815155673311979,25.002462368439872,0.3468564090634123,-16.696152864039657,0.10493902241273907,140.20381659832188,0.42615967658795945,50.62228197785384,0.24317984038228302,False,False,True,True,31.797150644267735
10.0,400.0,99.7202206206557,3062.575002501954,269.6967681926217,0.36020122961145,104.54445727323535,0.4468766367847172,93.16138615995818,0.2982070407752019,27.382111236475396,0.3715522912402803,-17.724944372997186,0.112410591718526,146.58813966606502,0.4396618113090809,53.152815323339915,0.25799152012988236,270.3026664819803,0.36081992717559863,105.15035556259798,0.4476394990357259,93.77211632600728,0.29939157463431554,27.382111236474845,0.37186869085066965,-17.724944372995797,0.11250631624576456,147.20374024172796,0.44239619290235704,53.152815323339915,0.25799152012988236,False,False,True,True,32.081990998483484
0.0,500.0,109.73201859672152,2783.1498848042197,198.13434646249425,0.37417151453161207,63.853645695678544,0.5237475489295739,51.67778811613833,0.3458532092012171,15.52901514680057,0.43908373561170594,-12.466548096461102,0.13284176691098312,108.71179037784577,0.47829418173778604,39.489356130513016,0.29728234201681775,199.0787167888933,0.3759073734760928,64.79801602207553,0.5261378148713103,52.64766953175887,0.34905974211268354,15.529015146800816,0.4400818710352124,-12.466548096461194,0.13314374592437175,109.70787203571928,0.48494352912885136,39.489356130513016,0.29728234201681775,False,False,True,True,29.072132624483054
2.0,500.0,107.36547759089412,2844.4958451216503,212.94456411518797,0.3486136741505532,71.92889265739522,0.47263835265739695,59.83575276378181,0.31290265601710454,17.830545567901563,0.39545015697128916,-13.517636460695797,0.11964072742520512,116.73705600673055,0.43991809475267024,42.37619398743559,0.26938888799178784,213.77219186076172,0.3498431991887262,72.75652040297167,0.4742836610470308,60.69467640918794,0.3152691240258492,17.830545567901304,0.3961360413324414,-13.517636460694577,0.1198482370252172,117.62845897453018,0.44501722632512214,42.37619398743559,0.26938888799178784,False,False,True,True,30.01282327953421
4.0,500.0,105.25490242092242,2901.533780302977,227.17000148764137,0.34375788415796105,79.86154456076797,0.43502347275679387,67.88955947395878,0.2897493987540104,20.118049539928503,0.36224412851476173,-14.545883275518246,0.1095944715563864,124.35235363065974,0.42259017419263195,45.11950939883439,0.25038686540140515,227.94456256147797,0.3447617831730485,80.63610563460945,0.4362814151679667,68.69404907178955,0.29164922494635354,20.11804953992796,0.362766092615158,-14.545883275516422,0.10975238820775872,125.18792817071783,0.42689091654484645,45.11950939883439,0.25038686540140515,False,False,True,True,30.753388779746956
6.0,500.0,103.33173776699005,2955.5358451966545,241.04208118689678,0.3465753064631069,87.75716832164848,0.41492581445355237,75.94093982068512,0.2778747883931597,22.418855285914205,0.3439945867329771,-15.565802413045613,0.10407319792542076,131.69203082165845,0.41784403954002824,47.767289003372746,0.24091811642572222,241.80071575788196,0.3474673848145614,88.51580289263944,0.4159854093268892,76.72452526356398,0.2795223782281124,22.41885528591351,0.3444323533633464,-15.565802413043548,0.10420564121064878,132.50138775024436,0.4217152249624625,47.767289003372746,0.24091811642572222,False,False,True,True,31.328618077748352
8.0,500.0,101.55346796816845,3007.289273592574,254.70455818062348,0.35147450638614564,95.68267685555536,0.41667199297794283,84.05470857461528,0.2793305255528479,24.750566743389165,0.3451537400154095,-16.586586028683257,0.10442389161071179,138.83858652504023,0.4223521048319599,50.34904310263675,0.2423288109516617,255.4731654398261,0.35231148260191125,96.45128411476387,0.41765694593592917,84.84076441746637,0.28087617887996175,24.750566743388404,0.3455603677481731,-16.58658602868119,0.10454691403628404,139.64248706160473,0.42601257184842994,50.34904310263675,0.2423288109516617,False,False,True,True,31.759079059309663
10.0,500.0,99.89157061812752,3057.321584063454,268.2545405536982,0.35904665902282434,103.68461314563439,0.44267214772910546,92.27628038209777,0.29558111747880417,27.12570148975667,0.3678765639585206,-17.614616903026352,0.11129852570142801,145.84681779721947,0.4372879708635384,52.88441502968023,0.25581391286516686,269.05405967998985,0.3598691027545409,104.48413227193147,0.44367803979977155,93.08340620803268,0.29714593542943807,27.12570148975593,0.36829323446969403,-17.614616903024476,0.11142458650045758,146.6616226936485,0.44091034133786566,52.88441502968023,0.25581391286516686,False,False,True,True,32.05756626998827
0.0,600.0,110.04966995490356,2775.116500049004,196.23252230468538,0.3797278618908842,62.830651033078375,0.5309229011739991,50.647494038700444,0.3506223378384457,15.23953692839593,0.445068824510966,-12.333035668993855,0.1346525144403962,107.67399309839502,0.4851706096566413,39.11634610390257,0.3013983680423893,197.40994136439858,0.3819774508548032,64.00807009278796,0.5340049772630717,51.85401753036378,0.35471531467787953,15.239536928396339,0.4463546125230959,-12.333035668994272,0.13504152076781276,108.91034044977053,0.49362257246933694,39.11634610390257,0.3013983680423893,False,False,True,True,28.938354064821212
2.0,600.0,107.63305885554685,2837.4242836178696,211.21145124383486,0.3502430927967616,70.97409901626642,0.47809906924474455,58.86895079666931,0.31634088995755283,17.556945332940575,0.4001934684790338,-13.393603696782966,0.12107578374169269,115.80306693599599,0.4431751031071214,42.04000350699929,0.2722542509273472,212.23457623337802,0.3518006926360997,71.99722400581243,0.4801906264036125,59.930068530121495,0.3193281191033401,17.556945332940312,0.40106506333178765,-13.393603696781609,0.12133947877475623,116.9035882366725,0.4495696248459762,42.04000350699929,0.2722542509273472,False,False,True,True,29.911842542787106
